Year,Country of Origin Name,Country of Asylum Name,Population Type,location,urbanRural,accommodationType,Female 0-4,Female 5-11,Female 12-17,Female 18-59,Female 60 or more,Female Unknown,Female Total,Male 0-4,Male 5-11,Male 12-17,Male 18-59,Male 60 or more,Male Unknown,Male Total,Total,Population_Type_Encoded,PopType_ASY,PopType_IDP,PopType_RDP,PopType_REF,PopType_RET
2013,Sri Lanka,Sri Lanka,RET,Mannar : District,V,I,7,13,13,59,9,0,101,13,15,13,75,5,0,121,222,3,False,False,False,False,True
2013,Sri Lanka,Sri Lanka,RET,Mullaitivu : District,V,I,0,12,5,40,5,0,62,0,5,6,20,0,0,31,93,3,False,False,False,False,True
2013,Sri Lanka,Sri Lanka,RET,Trincomalee : District,V,I,0,14,9,45,0,0,68,8,5,9,39,0,0,61,129,3,False,False,False,False,True
2013,Sri Lanka,Sri Lanka,RET,Vavuniya : District,V,I,5,9,5,45,13,0,77,6,13,10,60,5,0,94,171,3,False,False,False,False,True
2013,Maldives,Sri Lanka,ASY,Colombo : District,U,I,0,0,0,9,0,0,9,0,0,0,10,0,0,10,19,0,True,False,False,False,False
2013,Myanmar,Sri Lanka,ASY,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,17,79,0,0,96,96,0,True,False,False,False,False
2013,Pakistan,Sri Lanka,ASY,Colombo : District,U,I,12,15,9,47,0,0,83,13,12,8,73,0,0,106,189,0,True,False,False,False,False
2013,Pakistan,Sri Lanka,ASY,Gampaha : District,U,I,79,97,51,301,14,0,542,85,78,53,475,8,0,699,1241,0,True,False,False,False,False
2013,Pakistan,Sri Lanka,ASY,Kandy : District,U,I,0,0,0,6,0,0,6,0,0,0,7,0,0,7,13,0,True,False,False,False,False
2013,Pakistan,Sri Lanka,REF,Colombo : District,U,I,0,6,0,8,0,0,14,0,5,5,10,0,0,20,34,1,False,False,False,True,False
2013,Pakistan,Sri Lanka,REF,Gampaha : District,U,I,5,8,9,30,0,0,52,5,9,9,34,0,0,57,109,1,False,False,False,True,False
2014,Afghanistan,Sri Lanka,ASY,Colombo : District,U,I,5,0,0,6,0,0,11,0,0,0,13,0,0,13,24,0,True,False,False,False,False
2014,Afghanistan,Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2014,Afghanistan,Sri Lanka,ASY,Kaluthara,U,I,0,6,0,8,0,0,14,6,5,0,34,0,0,45,59,0,True,False,False,False,False
2014,Afghanistan,Sri Lanka,REF,Colombo : District,U,I,0,0,7,6,0,0,13,0,0,8,0,0,0,8,21,1,False,False,False,True,False
2014,Afghanistan,Sri Lanka,REF,Kaluthara,U,I,5,0,0,0,0,0,5,0,0,0,8,0,0,8,13,1,False,False,False,True,False
2014,State of Palestine,Sri Lanka,REF,Colombo : District,U,I,0,0,0,6,0,0,6,0,9,0,0,0,0,9,15,1,False,False,False,True,False
2014,Iran (Islamic Republic of),Sri Lanka,ASY,Gampaha : District,U,I,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,True,False,False,False,False
2014,Iran (Islamic Republic of),Sri Lanka,REF,Gampaha : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,1,False,False,False,True,False
2014,Sri Lanka,Sri Lanka,IDP,Ampara : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2127,2,False,True,False,False,False
2014,Sri Lanka,Sri Lanka,IDP,Batticaloa : District,R,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1535,2,False,True,False,False,False
2014,Sri Lanka,Sri Lanka,IDP,Jaffna : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19853,2,False,True,False,False,False
2014,Sri Lanka,Sri Lanka,IDP,Kilinochchi : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,2,False,True,False,False,False
2014,Sri Lanka,Sri Lanka,IDP,Mannar : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,2,False,True,False,False,False
2014,Sri Lanka,Sri Lanka,IDP,Mullaitivu : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,986,2,False,True,False,False,False
2014,Sri Lanka,Sri Lanka,IDP,Trincomalee : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3207,2,False,True,False,False,False
2014,Sri Lanka,Sri Lanka,IDP,Vavuniya : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2329,2,False,True,False,False,False
2014,Sri Lanka,Sri Lanka,RDP,Ampara : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,4,False,False,True,False,False
2014,Sri Lanka,Sri Lanka,RDP,Mannar : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,4,False,False,True,False,False
2014,Sri Lanka,Sri Lanka,RDP,Mullaitivu : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,False,False,True,False,False
2014,Sri Lanka,Sri Lanka,RDP,Trincomalee : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,4,False,False,True,False,False
2014,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,V,I,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,3,False,False,False,False,True
2014,Sri Lanka,Sri Lanka,RET,Jaffna : District,V,U,5,0,8,37,8,0,58,0,0,5,30,8,0,43,101,3,False,False,False,False,True
2014,Sri Lanka,Sri Lanka,RET,Kilinochchi : District,V,U,0,5,7,24,0,0,36,0,7,0,15,0,0,22,58,3,False,False,False,False,True
2014,Sri Lanka,Sri Lanka,RET,Mannar : District,V,U,5,9,0,30,5,0,49,8,11,5,44,0,0,68,117,3,False,False,False,False,True
2014,Sri Lanka,Sri Lanka,RET,Mullaitivu : District,V,U,0,5,0,5,0,0,10,0,8,0,7,0,0,15,25,3,False,False,False,False,True
2014,Sri Lanka,Sri Lanka,RET,Trincomalee : District,V,U,5,8,5,25,5,0,48,0,9,5,31,0,0,45,93,3,False,False,False,False,True
2014,Sri Lanka,Sri Lanka,RET,Vavuniya : District,V,U,0,6,7,35,8,0,56,0,5,8,32,0,0,45,101,3,False,False,False,False,True
2014,Maldives,Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2014,Myanmar,Sri Lanka,ASY,Colombo : District,U,I,0,0,5,0,0,0,5,0,0,0,5,0,0,5,10,0,True,False,False,False,False
2014,Myanmar,Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,77,0,0,77,77,1,False,False,False,True,False
2014,Pakistan,Sri Lanka,ASY,Colombo : District,U,I,0,7,7,14,0,0,28,5,5,5,17,0,0,32,60,0,True,False,False,False,False
2014,Pakistan,Sri Lanka,ASY,Gampaha : District,U,I,54,60,28,193,15,0,350,48,42,36,268,10,0,404,754,0,True,False,False,False,False
2014,Pakistan,Sri Lanka,ASY,Kaluthara,U,I,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7,0,True,False,False,False,False
2014,Pakistan,Sri Lanka,ASY,Kandy : District,U,I,0,0,0,5,0,0,5,0,0,0,6,0,0,6,11,0,True,False,False,False,False
2014,Pakistan,Sri Lanka,REF,Colombo : District,U,I,0,6,5,17,0,0,28,0,7,0,19,0,0,26,54,1,False,False,False,True,False
2014,Pakistan,Sri Lanka,REF,Gampaha : District,U,I,20,28,17,88,5,0,158,22,28,21,84,5,0,160,318,1,False,False,False,True,False
2014,Syrian Arab Republic,Sri Lanka,ASY,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,True,False,False,False,False
2014,Syrian Arab Republic,Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,1,False,False,False,True,False
2015,Afghanistan,Sri Lanka,ASY,Colombo : District,U,I,0,0,5,11,0,0,16,5,0,0,13,0,0,18,34,0,True,False,False,False,False
2015,Afghanistan,Sri Lanka,ASY,Gampaha : District,U,I,0,5,7,12,0,0,24,5,5,7,27,0,0,44,68,0,True,False,False,False,False
2015,Afghanistan,Sri Lanka,ASY,Kaluthara,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2015,Afghanistan,Sri Lanka,REF,Colombo : District,U,I,0,7,6,13,0,0,26,0,6,5,14,0,0,25,51,1,False,False,False,True,False
2015,Afghanistan,Sri Lanka,REF,Gampaha : District,U,I,0,8,0,0,0,0,8,0,5,0,20,0,0,25,33,1,False,False,False,True,False
2015,Afghanistan,Sri Lanka,REF,Kaluthara,U,I,0,0,0,9,0,0,9,5,0,5,21,0,0,31,40,1,False,False,False,True,False
2015,State of Palestine,Sri Lanka,ASY,Colombo : District,U,I,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0,True,False,False,False,False
2015,State of Palestine,Sri Lanka,REF,Colombo : District,U,I,0,0,0,6,0,0,6,0,9,0,0,0,0,9,15,1,False,False,False,True,False
2015,Iran (Islamic Republic of),Sri Lanka,ASY,Colombo : District,U,I,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0,True,False,False,False,False
2015,Iran (Islamic Republic of),Sri Lanka,REF,Gampaha : District,U,I,0,6,0,0,0,0,6,0,0,0,0,0,0,0,6,1,False,False,False,True,False
2015,Sri Lanka,Sri Lanka,IDP,Batticaloa : District,R,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,2,False,True,False,False,False
2015,Sri Lanka,Sri Lanka,IDP,Jaffna : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36499,2,False,True,False,False,False
2015,Sri Lanka,Sri Lanka,IDP,Kilinochchi : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2457,2,False,True,False,False,False
2015,Sri Lanka,Sri Lanka,IDP,Mannar : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,2,False,True,False,False,False
2015,Sri Lanka,Sri Lanka,IDP,Mullaitivu : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,2,False,True,False,False,False
2015,Sri Lanka,Sri Lanka,IDP,Trincomalee : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3155,2,False,True,False,False,False
2015,Sri Lanka,Sri Lanka,IDP,Vavuniya : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1063,2,False,True,False,False,False
2015,Sri Lanka,Sri Lanka,RDP,Jaffna : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1857,4,False,False,True,False,False
2015,Sri Lanka,Sri Lanka,RDP,Kilinochchi : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2423,4,False,False,True,False,False
2015,Sri Lanka,Sri Lanka,RDP,Mannar : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,4,False,False,True,False,False
2015,Sri Lanka,Sri Lanka,RDP,Mullaitivu : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1541,4,False,False,True,False,False
2015,Sri Lanka,Sri Lanka,RDP,Trincomalee : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,4,False,False,True,False,False
2015,Sri Lanka,Sri Lanka,RDP,Vavuniya : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,4,False,False,True,False,False
2015,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,V,I,0,0,5,9,0,0,14,0,0,0,14,0,0,14,28,3,False,False,False,False,True
2015,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,3,False,False,False,False,True
2015,Sri Lanka,Sri Lanka,RET,Jaffna : District,V,U,5,7,5,41,5,0,63,6,9,6,35,5,0,61,124,3,False,False,False,False,True
2015,Sri Lanka,Sri Lanka,RET,Kilinochchi : District,V,U,5,0,0,17,0,0,22,0,5,0,16,0,0,21,43,3,False,False,False,False,True
2015,Sri Lanka,Sri Lanka,RET,Mannar : District,V,U,0,12,5,36,8,0,61,5,10,5,35,6,0,61,122,3,False,False,False,False,True
2015,Sri Lanka,Sri Lanka,RET,Mullaitivu : District,V,U,0,7,0,10,0,0,17,6,0,0,7,0,0,13,30,3,False,False,False,False,True
2015,Sri Lanka,Sri Lanka,RET,Trincomalee : District,V,U,8,6,5,26,5,0,50,0,9,5,26,5,0,45,95,3,False,False,False,False,True
2015,Sri Lanka,Sri Lanka,RET,Vavuniya : District,V,U,0,0,7,26,0,0,33,0,6,6,28,0,0,40,73,3,False,False,False,False,True
2015,Myanmar,Sri Lanka,ASY,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2015,Pakistan,Sri Lanka,ASY,Colombo : District,U,I,0,0,6,11,0,0,17,0,9,0,10,0,0,19,36,0,True,False,False,False,False
2015,Pakistan,Sri Lanka,ASY,Gampaha : District,U,I,15,13,24,105,5,0,162,24,18,29,170,5,0,246,408,0,True,False,False,False,False
2015,Pakistan,Sri Lanka,ASY,Kaluthara,U,I,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,True,False,False,False,False
2015,Pakistan,Sri Lanka,ASY,Kandy : District,U,I,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,True,False,False,False,False
2015,Pakistan,Sri Lanka,REF,Colombo : District,U,I,0,15,8,17,5,0,45,6,7,0,25,0,0,38,83,1,False,False,False,True,False
2015,Pakistan,Sri Lanka,REF,Gampaha : District,U,I,32,49,17,154,6,0,258,34,49,26,168,8,0,285,543,1,False,False,False,True,False
2015,Pakistan,Sri Lanka,REF,Kegalle,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,1,False,False,False,True,False
2015,Syrian Arab Republic,Sri Lanka,ASY,Colombo : District,U,I,0,6,0,0,0,0,6,0,0,5,0,0,0,5,11,0,True,False,False,False,False
2015,Syrian Arab Republic,Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,1,False,False,False,True,False
2015,Yemen,Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,6,0,0,6,0,7,0,0,0,0,7,13,0,True,False,False,False,False
2016,Afghanistan,Sri Lanka,ASY,Colombo : District,U,I,0,0,5,7,0,0,12,5,0,0,12,0,0,17,29,0,True,False,False,False,False
2016,Afghanistan,Sri Lanka,ASY,Gampaha : District,U,I,5,6,0,12,0,0,23,7,0,6,26,0,0,39,62,0,True,False,False,False,False
2016,Afghanistan,Sri Lanka,ASY,Kaluthara,U,I,0,0,6,5,0,0,11,5,0,0,6,0,0,11,22,0,True,False,False,False,False
2016,Afghanistan,Sri Lanka,REF,Colombo : District,U,I,0,0,0,8,0,0,8,0,0,0,9,0,0,9,17,1,False,False,False,True,False
2016,Afghanistan,Sri Lanka,REF,Gampaha : District,U,I,0,5,6,8,0,0,19,0,7,11,13,0,0,31,50,1,False,False,False,True,False
2016,Afghanistan,Sri Lanka,REF,Kaluthara,U,I,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8,1,False,False,False,True,False
2016,Bangladesh,Sri Lanka,REF,Gampaha : District,U,I,0,0,0,0,0,0,0,5,0,0,0,0,0,5,5,1,False,False,False,True,False
2016,Bangladesh,Sri Lanka,REF,Kaluthara,U,I,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,1,False,False,False,True,False
2016,State of Palestine,Sri Lanka,REF,Colombo : District,U,I,0,0,0,5,0,0,5,0,0,0,5,0,0,5,10,1,False,False,False,True,False
2016,Iran (Islamic Republic of),Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2016,Iran (Islamic Republic of),Sri Lanka,REF,Gampaha : District,U,I,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7,1,False,False,False,True,False
2016,Sri Lanka,Sri Lanka,IDP,Batticaloa,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,2,False,True,False,False,False
2016,Sri Lanka,Sri Lanka,IDP,Jaffna : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34704,2,False,True,False,False,False
2016,Sri Lanka,Sri Lanka,IDP,Kilinochchi : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2358,2,False,True,False,False,False
2016,Sri Lanka,Sri Lanka,IDP,Mannar : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,2,False,True,False,False,False
2016,Sri Lanka,Sri Lanka,IDP,Mullaitivu : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,2,False,True,False,False,False
2016,Sri Lanka,Sri Lanka,IDP,Trincomalee : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,2,False,True,False,False,False
2016,Sri Lanka,Sri Lanka,IDP,Vavuniya : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,2,False,True,False,False,False
2016,Sri Lanka,Sri Lanka,RDP,Jaffna : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10174,4,False,False,True,False,False
2016,Sri Lanka,Sri Lanka,RDP,Trincomalee : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1619,4,False,False,True,False,False
2016,Sri Lanka,Sri Lanka,RDP,Vavuniya : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652,4,False,False,True,False,False
2016,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,V,I,0,0,0,15,0,0,15,0,0,0,9,0,0,9,24,3,False,False,False,False,True
2016,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,3,False,False,False,False,True
2016,Sri Lanka,Sri Lanka,RET,Jaffna : District,V,I,6,12,12,66,16,0,112,5,9,11,55,15,0,95,207,3,False,False,False,False,True
2016,Sri Lanka,Sri Lanka,RET,Kilinochchi : District,V,I,0,5,5,27,0,0,37,0,6,5,21,5,0,37,74,3,False,False,False,False,True
2016,Sri Lanka,Sri Lanka,RET,Mannar : District,V,I,10,15,15,61,8,0,109,8,13,18,61,9,0,109,218,3,False,False,False,False,True
2016,Sri Lanka,Sri Lanka,RET,Mullaitivu : District,V,I,0,7,0,18,5,0,30,0,0,7,13,5,0,25,55,3,False,False,False,False,True
2016,Sri Lanka,Sri Lanka,RET,Trincomalee : District,V,I,15,11,6,52,5,0,89,5,20,13,54,8,0,100,189,3,False,False,False,False,True
2016,Sri Lanka,Sri Lanka,RET,Vavuniya : District,V,I,0,8,10,31,8,0,57,6,11,7,46,5,0,75,132,3,False,False,False,False,True
2016,Maldives,Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8,1,False,False,False,True,False
2016,Myanmar,Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,1,False,False,False,True,False
2016,Pakistan,Sri Lanka,ASY,Colombo : District,U,I,9,0,0,12,0,0,21,0,5,0,17,0,0,22,43,0,True,False,False,False,False
2016,Pakistan,Sri Lanka,ASY,Gampaha : District,U,I,18,17,12,98,6,0,151,31,25,26,157,0,0,239,390,0,True,False,False,False,False
2016,Pakistan,Sri Lanka,ASY,Kandy : District,U,I,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,True,False,False,False,False
2016,Pakistan,Sri Lanka,REF,Colombo : District,U,I,0,5,5,20,0,0,30,0,7,0,14,0,0,21,51,1,False,False,False,True,False
2016,Pakistan,Sri Lanka,REF,Gampaha : District,U,I,21,31,23,115,8,0,198,21,33,18,148,10,0,230,428,1,False,False,False,True,False
2016,Syrian Arab Republic,Sri Lanka,ASY,Colombo : District,U,I,0,6,0,0,0,0,6,0,0,0,0,0,0,0,6,0,True,False,False,False,False
2016,Syrian Arab Republic,Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8,1,False,False,False,True,False
2016,Yemen,Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,5,0,0,5,0,6,0,0,0,0,6,11,0,True,False,False,False,False
2017,Afghanistan,Sri Lanka,ASY,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,0,True,False,False,False,False
2017,Afghanistan,Sri Lanka,ASY,Gampaha : District,U,I,8,0,0,9,0,0,17,0,6,0,10,0,0,16,33,0,True,False,False,False,False
2017,Afghanistan,Sri Lanka,ASY,Kaluthara,U,I,0,5,0,5,0,0,10,0,0,0,9,0,0,9,19,0,True,False,False,False,False
2017,Afghanistan,Sri Lanka,REF,Colombo : District,U,I,0,0,5,9,0,0,14,0,5,0,9,0,0,14,28,1,False,False,False,True,False
2017,Afghanistan,Sri Lanka,REF,Gampaha : District,U,I,7,7,0,18,0,0,32,6,7,6,45,0,0,64,96,1,False,False,False,True,False
2017,Afghanistan,Sri Lanka,REF,Kaluthara,U,I,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9,1,False,False,False,True,False
2017,State of Palestine,Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,5,0,5,0,0,10,10,1,False,False,False,True,False
2017,Iran (Islamic Republic of),Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,6,0,0,6,0,0,0,5,0,0,5,11,0,True,False,False,False,False
2017,Iran (Islamic Republic of),Sri Lanka,REF,Gampaha : District,U,I,0,0,0,8,0,0,8,0,0,0,0,0,0,0,8,1,False,False,False,True,False
2017,Sri Lanka,Sri Lanka,IDP,Dispersed in the country / territory,V,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,2,False,True,False,False,False
2017,Sri Lanka,Sri Lanka,IDP,Jaffna : District,V,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34099,2,False,True,False,False,False
2017,Sri Lanka,Sri Lanka,IDP,Kilinochchi : District,V,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2358,2,False,True,False,False,False
2017,Sri Lanka,Sri Lanka,IDP,Mannar : District,V,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,2,False,True,False,False,False
2017,Sri Lanka,Sri Lanka,IDP,Mullaitivu : District,V,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,2,False,True,False,False,False
2017,Sri Lanka,Sri Lanka,IDP,Trincomalee : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,2,False,True,False,False,False
2017,Sri Lanka,Sri Lanka,IDP,Vavuniya : District,V,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,2,False,True,False,False,False
2017,Sri Lanka,Sri Lanka,RDP,Jaffna : District,V,I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,4,False,False,True,False,False
2017,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,V,I,0,0,9,13,5,0,27,6,0,5,14,5,0,30,57,3,False,False,False,False,True
2017,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,False,False,False,False,True
2017,Sri Lanka,Sri Lanka,RET,Jaffna : District,V,I,8,21,11,135,36,0,211,11,13,19,94,33,0,170,381,3,False,False,False,False,True
2017,Sri Lanka,Sri Lanka,RET,Kilinochchi : District,V,I,0,6,6,25,7,0,44,0,9,9,30,9,0,57,101,3,False,False,False,False,True
2017,Sri Lanka,Sri Lanka,RET,Mannar : District,V,I,10,26,15,109,23,0,183,17,21,18,112,14,0,182,365,3,False,False,False,False,True
2017,Sri Lanka,Sri Lanka,RET,Mullaitivu : District,V,I,0,9,5,29,8,0,51,0,7,12,16,11,0,46,97,3,False,False,False,False,True
2017,Sri Lanka,Sri Lanka,RET,Trincomalee : District,V,I,5,18,11,95,16,0,145,8,20,18,98,18,0,162,307,3,False,False,False,False,True
2017,Sri Lanka,Sri Lanka,RET,Vavuniya : District,V,I,5,11,22,83,12,0,133,5,15,25,85,8,0,138,271,3,False,False,False,False,True
2017,Maldives,Sri Lanka,ASY,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,True,False,False,False,False
2017,Maldives,Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8,1,False,False,False,True,False
2017,Myanmar,Sri Lanka,REF,Colombo : District,U,I,5,5,0,7,0,0,17,8,0,0,10,0,0,18,35,1,False,False,False,True,False
2017,Nepal,Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5,0,True,False,False,False,False
2017,Nigeria,Sri Lanka,ASY,Kaluthara,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2017,Pakistan,Sri Lanka,ASY,Colombo : District,U,I,0,9,0,6,0,0,15,0,5,0,21,0,0,26,41,0,True,False,False,False,False
2017,Pakistan,Sri Lanka,ASY,Gampaha : District,U,I,24,36,13,112,7,0,192,31,35,26,198,8,0,298,490,0,True,False,False,False,False
2017,Pakistan,Sri Lanka,ASY,Kegalle,U,U,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2017,Pakistan,Sri Lanka,REF,Colombo : District,U,I,0,9,0,21,0,0,30,0,6,0,15,0,0,21,51,1,False,False,False,True,False
2017,Pakistan,Sri Lanka,REF,Gampaha : District,U,I,25,31,22,144,10,0,232,32,35,22,220,8,0,317,549,1,False,False,False,True,False
2017,Syrian Arab Republic,Sri Lanka,REF,Colombo : District,U,I,0,8,0,0,0,0,8,0,0,6,0,0,0,6,14,1,False,False,False,True,False
2017,Yemen,Sri Lanka,ASY,Gampaha : District,U,I,0,0,9,0,0,0,9,0,0,0,0,0,0,0,9,0,True,False,False,False,False
2017,Yemen,Sri Lanka,REF,Gampaha : District,U,I,0,0,0,5,0,0,5,0,7,0,0,0,0,7,12,1,False,False,False,True,False
2018,Afghanistan,Sri Lanka,ASY,Colombo : District,U,I,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,True,False,False,False,False
2018,Afghanistan,Sri Lanka,ASY,Gampaha : District,U,I,5,0,0,7,0,0,12,0,6,0,10,0,0,16,28,0,True,False,False,False,False
2018,Afghanistan,Sri Lanka,REF,Colombo : District,U,I,0,0,7,12,0,0,19,0,9,0,14,0,0,23,42,1,False,False,False,True,False
2018,Afghanistan,Sri Lanka,REF,Gampaha : District,U,I,8,0,5,14,0,0,27,7,7,0,36,0,0,50,77,1,False,False,False,True,False
2018,Afghanistan,Sri Lanka,REF,Kalutara,U,I,0,7,0,5,0,0,12,0,5,0,10,0,0,15,27,1,False,False,False,True,False
2018,State of Palestine,Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9,1,False,False,False,True,False
2018,Iran (Islamic Republic of),Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,5,0,0,5,0,0,0,7,0,0,7,12,0,True,False,False,False,False
2018,Iran (Islamic Republic of),Sri Lanka,REF,Colombo : District,U,I,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,1,False,False,False,True,False
2018,Iran (Islamic Republic of),Sri Lanka,REF,Gampaha : District,U,I,0,0,0,8,0,0,8,0,0,0,5,0,0,5,13,1,False,False,False,True,False
2018,Sri Lanka,Sri Lanka,IDP,Jaffna : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33317,2,False,True,False,False,False
2018,Sri Lanka,Sri Lanka,IDP,Kilinochchi : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1367,2,False,True,False,False,False
2018,Sri Lanka,Sri Lanka,IDP,Mullaitivu : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,2,False,True,False,False,False
