Year,Country of Origin Name,Country of Asylum Name,Population Type,location,urbanRural,accommodationType,Female 0-4,Female 5-11,Female 12-17,Female 18-59,Female 60 or more,Female Unknown,Female Total,Male 0-4,Male 5-11,Male 12-17,Male 18-59,Male 60 or more,Male Unknown,Male Total,Total,Population_Type_Encoded,PopType_ASY,PopType_IDP,PopType_RDP,PopType_REF,PopType_RET
2018,Sri Lanka,Sri Lanka,IDP,Trincomalee : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,2,False,True,False,False,False
2018,Sri Lanka,Sri Lanka,IDP,Vavuniya : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,False,True,False,False,False
2018,Sri Lanka,Sri Lanka,RDP,Batticaloa : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,867,4,False,False,True,False,False
2018,Sri Lanka,Sri Lanka,RDP,Jaffna : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,4,False,False,True,False,False
2018,Sri Lanka,Sri Lanka,RDP,Kilinochchi : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,991,4,False,False,True,False,False
2018,Sri Lanka,Sri Lanka,RDP,Mannar : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,4,False,False,True,False,False
2018,Sri Lanka,Sri Lanka,RDP,Mullaitivu : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,4,False,False,True,False,False
2018,Sri Lanka,Sri Lanka,RDP,Trincomalee : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,4,False,False,True,False,False
2018,Sri Lanka,Sri Lanka,RDP,Vavuniya : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,4,False,False,True,False,False
2018,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,False,False,False,False,True
2018,Sri Lanka,Sri Lanka,RET,Jaffna : District,V,I,5,14,14,102,33,0,168,0,22,11,72,23,0,128,296,3,False,False,False,False,True
2018,Sri Lanka,Sri Lanka,RET,Kilinochchi : District,V,I,5,7,0,38,8,0,58,7,7,0,29,6,0,49,107,3,False,False,False,False,True
2018,Sri Lanka,Sri Lanka,RET,Mannar : District,V,I,7,15,13,75,29,0,139,5,21,9,87,23,0,145,284,3,False,False,False,False,True
2018,Sri Lanka,Sri Lanka,RET,Mullaitivu : District,V,I,0,5,0,19,8,0,32,0,0,5,18,6,0,29,61,3,False,False,False,False,True
2018,Sri Lanka,Sri Lanka,RET,Trincomalee : District,V,I,6,33,26,93,16,0,174,11,36,15,97,14,0,173,347,3,False,False,False,False,True
2018,Sri Lanka,Sri Lanka,RET,Vavuniya : District,V,I,7,25,9,75,19,0,135,8,21,20,91,12,0,152,287,3,False,False,False,False,True
2018,Maldives,Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2018,Maldives,Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,1,False,False,False,True,False
2018,Myanmar,Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,1,False,False,False,True,False
2018,Myanmar,Sri Lanka,REF,Gampaha : District,U,I,6,0,0,0,0,0,6,0,8,0,0,0,0,8,14,1,False,False,False,True,False
2018,Myanmar,Sri Lanka,REF,Kalutara,U,I,0,9,0,0,0,0,9,0,0,0,5,0,0,5,14,1,False,False,False,True,False
2018,Nigeria,Sri Lanka,ASY,Galle,U,I,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,0,True,False,False,False,False
2018,Pakistan,Sri Lanka,ASY,Colombo : District,U,I,0,8,0,9,0,0,17,0,0,5,24,0,0,29,46,0,True,False,False,False,False
2018,Pakistan,Sri Lanka,ASY,Gampaha : District,U,I,25,44,25,147,8,0,249,36,43,28,264,10,0,381,630,0,True,False,False,False,False
2018,Pakistan,Sri Lanka,REF,Colombo : District,U,I,5,5,0,15,0,0,25,0,7,0,18,0,0,25,50,1,False,False,False,True,False
2018,Pakistan,Sri Lanka,REF,Gampaha : District,U,I,20,27,9,119,12,0,187,32,38,35,208,8,0,321,508,1,False,False,False,True,False
2018,Sudan,Sri Lanka,ASY,Gampaha : District,U,I,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,True,False,False,False,False
2018,Syrian Arab Republic,Sri Lanka,REF,Colombo : District,U,I,0,0,8,0,0,0,8,0,0,6,0,0,0,6,14,1,False,False,False,True,False
2018,Yemen,Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2018,Yemen,Sri Lanka,REF,Gampaha : District,U,I,0,0,0,5,0,0,5,0,7,0,0,0,0,7,12,1,False,False,False,True,False
2019,Afghanistan,Sri Lanka,ASY,Colombo : District,U,I,0,5,0,0,0,0,5,0,0,7,0,0,0,7,12,0,True,False,False,False,False
2019,Afghanistan,Sri Lanka,ASY,Gampaha : District,U,I,0,7,0,9,0,0,16,0,5,0,12,0,0,17,33,0,True,False,False,False,False
2019,Afghanistan,Sri Lanka,REF,Colombo : District,U,I,0,6,0,14,0,0,20,0,7,5,15,0,0,27,47,1,False,False,False,True,False
2019,Afghanistan,Sri Lanka,REF,Gampaha : District,U,I,0,7,7,18,0,0,32,8,5,7,34,0,0,54,86,1,False,False,False,True,False
2019,Afghanistan,Sri Lanka,REF,Kalutara,U,I,0,0,5,5,0,0,10,0,5,0,5,0,0,10,20,1,False,False,False,True,False
2019,Afghanistan,Sri Lanka,REF,Kandy : District,U,I,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,1,False,False,False,True,False
2019,Bangladesh,Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5,0,True,False,False,False,False
2019,State of Palestine,Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2019,State of Palestine,Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,1,False,False,False,True,False
2019,Iran (Islamic Republic of),Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,5,0,0,5,0,0,0,7,0,0,7,12,0,True,False,False,False,False
2019,Iran (Islamic Republic of),Sri Lanka,REF,Gampaha : District,U,I,0,0,5,8,0,0,13,0,0,0,10,0,0,10,23,1,False,False,False,True,False
2019,Sri Lanka,Sri Lanka,IDP,Jaffna : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23282,2,False,True,False,False,False
2019,Sri Lanka,Sri Lanka,IDP,Kilinochchi : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039,2,False,True,False,False,False
2019,Sri Lanka,Sri Lanka,IDP,Mullaitivu : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,2,False,True,False,False,False
2019,Sri Lanka,Sri Lanka,IDP,Trincomalee : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,2,False,True,False,False,False
2019,Sri Lanka,Sri Lanka,IDP,Vavuniya : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,False,True,False,False,False
2019,Sri Lanka,Sri Lanka,RDP,Jaffna : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10035,4,False,False,True,False,False
2019,Sri Lanka,Sri Lanka,RDP,Kilinochchi : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,4,False,False,True,False,False
2019,Sri Lanka,Sri Lanka,RET,Ampara : District,V,I,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9,3,False,False,False,False,True
2019,Sri Lanka,Sri Lanka,RET,Colombo : District,V,I,0,0,0,6,5,0,11,0,0,0,6,0,0,6,17,3,False,False,False,False,True
2019,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,False,False,False,False,True
2019,Sri Lanka,Sri Lanka,RET,Jaffna : District,V,I,8,19,9,78,23,0,137,0,13,10,65,18,0,106,243,3,False,False,False,False,True
2019,Sri Lanka,Sri Lanka,RET,Kilinochchi : District,V,I,0,8,0,21,7,0,36,0,0,7,15,5,0,27,63,3,False,False,False,False,True
2019,Sri Lanka,Sri Lanka,RET,Mannar : District,V,I,6,22,10,72,28,0,138,5,11,9,69,19,0,113,251,3,False,False,False,False,True
2019,Sri Lanka,Sri Lanka,RET,Mullaitivu : District,V,I,0,0,5,33,5,0,43,0,5,0,27,5,0,37,80,3,False,False,False,False,True
2019,Sri Lanka,Sri Lanka,RET,Trincomalee : District,V,I,5,13,11,69,10,0,108,5,8,11,61,8,0,93,201,3,False,False,False,False,True
2019,Sri Lanka,Sri Lanka,RET,Vavuniya : District,V,I,0,9,14,53,16,0,92,5,13,7,60,17,0,102,194,3,False,False,False,False,True
2019,Myanmar,Sri Lanka,REF,Kalutara,U,I,5,5,0,7,0,0,17,0,8,0,9,0,0,17,34,1,False,False,False,True,False
2019,Nigeria,Sri Lanka,ASY,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2019,Pakistan,Sri Lanka,ASY,Colombo : District,U,I,0,5,6,10,0,0,21,0,0,5,20,0,0,25,46,0,True,False,False,False,False
2019,Pakistan,Sri Lanka,ASY,Gampaha : District,U,I,9,11,12,63,0,0,95,7,15,9,112,0,0,143,238,0,True,False,False,False,False
2019,Pakistan,Sri Lanka,REF,Colombo : District,U,I,0,0,7,9,0,0,16,0,8,0,14,0,0,22,38,1,False,False,False,True,False
2019,Pakistan,Sri Lanka,REF,Gampaha : District,U,I,20,49,33,171,13,0,286,42,62,42,318,12,0,476,762,1,False,False,False,True,False
2019,Sudan,Sri Lanka,ASY,Colombo : District,U,I,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,True,False,False,False,False
2019,Syrian Arab Republic,Sri Lanka,REF,Colombo : District,U,I,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5,1,False,False,False,True,False
2019,Yemen,Sri Lanka,REF,Gampaha : District,U,I,0,0,0,5,0,0,5,0,9,0,0,0,0,9,14,1,False,False,False,True,False
2020,Afghanistan,Sri Lanka,ASY,Colombo : District,U,I,0,5,0,0,0,0,5,0,0,6,0,0,0,6,11,0,True,False,False,False,False
2020,Afghanistan,Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,5,0,0,5,0,0,0,9,0,0,9,14,0,True,False,False,False,False
2020,Afghanistan,Sri Lanka,REF,Colombo : District,U,I,0,0,5,6,0,0,11,5,9,0,15,0,0,29,40,1,False,False,False,True,False
2020,Afghanistan,Sri Lanka,REF,Gampaha : District,U,I,0,7,7,19,0,0,33,6,5,5,35,0,0,51,84,1,False,False,False,True,False
2020,Afghanistan,Sri Lanka,REF,Kalutara,U,I,0,0,7,0,0,0,7,0,0,0,0,0,0,0,7,1,False,False,False,True,False
2020,Afghanistan,Sri Lanka,REF,Kandy : District,U,I,0,0,0,0,0,0,0,0,0,0,11,0,0,11,11,1,False,False,False,True,False
2020,Bangladesh,Sri Lanka,ASY,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2020,State of Palestine,Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2020,State of Palestine,Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,1,False,False,False,True,False
2020,Iran (Islamic Republic of),Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,0,True,False,False,False,False
2020,Iran (Islamic Republic of),Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,1,False,False,False,True,False
2020,Iran (Islamic Republic of),Sri Lanka,REF,Gampaha : District,U,I,0,0,5,8,0,0,13,0,0,0,7,0,0,7,20,1,False,False,False,True,False
2020,Sri Lanka,Sri Lanka,IDP,Jaffna : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23282,2,False,True,False,False,False
2020,Sri Lanka,Sri Lanka,IDP,Kilinochchi : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942,2,False,True,False,False,False
2020,Sri Lanka,Sri Lanka,IDP,Mullaitivu : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,2,False,True,False,False,False
2020,Sri Lanka,Sri Lanka,IDP,Trincomalee : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557,2,False,True,False,False,False
2020,Sri Lanka,Sri Lanka,IDP,Vavuniya : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,2,False,True,False,False,False
2020,Sri Lanka,Sri Lanka,RDP,Kilinochchi : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,4,False,False,True,False,False
2020,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,False,False,False,False,True
2020,Sri Lanka,Sri Lanka,RET,Jaffna : District,V,I,0,0,7,18,10,0,35,0,0,9,18,5,0,32,67,3,False,False,False,False,True
2020,Sri Lanka,Sri Lanka,RET,Kilinochchi : District,V,I,0,0,0,8,0,0,8,0,0,5,6,0,0,11,19,3,False,False,False,False,True
2020,Sri Lanka,Sri Lanka,RET,Mannar : District,V,I,0,5,0,10,5,0,20,0,0,5,10,5,0,20,40,3,False,False,False,False,True
2020,Sri Lanka,Sri Lanka,RET,Mullaitivu : District,V,I,0,0,0,9,0,0,9,0,0,0,0,0,0,0,9,3,False,False,False,False,True
2020,Sri Lanka,Sri Lanka,RET,Trincomalee : District,V,I,0,7,0,12,0,0,19,0,0,6,8,0,0,14,33,3,False,False,False,False,True
2020,Sri Lanka,Sri Lanka,RET,Vavuniya : District,V,I,0,5,0,7,5,0,17,0,0,5,10,6,0,21,38,3,False,False,False,False,True
2020,Myanmar,Sri Lanka,REF,Colombo : District,U,I,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,False,False,False,True,False
2020,Myanmar,Sri Lanka,REF,Kalutara,U,I,0,8,0,6,0,0,14,0,7,0,8,0,0,15,29,1,False,False,False,True,False
2020,Nigeria,Sri Lanka,ASY,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2020,Pakistan,Sri Lanka,ASY,Colombo : District,U,I,0,5,5,13,0,0,23,0,0,5,21,0,0,26,49,0,True,False,False,False,False
2020,Pakistan,Sri Lanka,ASY,Gampaha : District,U,I,10,5,6,33,0,0,54,6,5,0,63,0,0,74,128,0,True,False,False,False,False
2020,Pakistan,Sri Lanka,REF,Colombo : District,U,I,0,9,0,12,0,0,21,0,5,5,21,0,0,31,52,1,False,False,False,True,False
2020,Pakistan,Sri Lanka,REF,Gampaha : District,U,I,22,49,29,159,10,0,269,45,51,34,311,9,0,450,719,1,False,False,False,True,False
2020,Pakistan,Sri Lanka,REF,Kalutara,U,I,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,1,False,False,False,True,False
2020,Sudan,Sri Lanka,REF,Colombo : District,U,I,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,1,False,False,False,True,False
2020,Syrian Arab Republic,Sri Lanka,REF,Colombo : District,U,I,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5,1,False,False,False,True,False
2020,Yemen,Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,1,False,False,False,True,False
2020,Yemen,Sri Lanka,REF,Gampaha : District,U,I,0,0,0,5,0,0,5,0,6,0,0,0,0,6,11,1,False,False,False,True,False
2021,Afghanistan,Sri Lanka,ASY,Colombo : District,U,I,0,0,5,0,0,0,5,0,0,9,0,0,0,9,14,0,True,False,False,False,False
2021,Afghanistan,Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,5,0,0,5,0,0,0,8,0,0,8,13,0,True,False,False,False,False
2021,Afghanistan,Sri Lanka,REF,Colombo : District,U,I,0,0,0,7,0,0,7,0,5,5,7,0,0,17,24,1,False,False,False,True,False
2021,Afghanistan,Sri Lanka,REF,Gampaha : District,U,I,5,5,5,19,0,0,34,10,6,0,32,0,0,48,82,1,False,False,False,True,False
2021,Afghanistan,Sri Lanka,REF,Kandy : District,U,I,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,1,False,False,False,True,False
2021,State of Palestine,Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2021,State of Palestine,Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,1,False,False,False,True,False
2021,Iran (Islamic Republic of),Sri Lanka,REF,Gampaha : District,U,I,0,0,0,14,0,0,14,0,0,0,10,0,0,10,24,1,False,False,False,True,False
2021,Sri Lanka,Sri Lanka,IDP,Batticaloa : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,2,False,True,False,False,False
2021,Sri Lanka,Sri Lanka,IDP,Jaffna : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7274,2,False,True,False,False,False
2021,Sri Lanka,Sri Lanka,IDP,Kilinochchi : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,2,False,True,False,False,False
2021,Sri Lanka,Sri Lanka,IDP,Mullaitivu : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,False,True,False,False,False
2021,Sri Lanka,Sri Lanka,IDP,Trincomalee : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,2,False,True,False,False,False
2021,Sri Lanka,Sri Lanka,RDP,Jaffna : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16010,4,False,False,True,False,False
2021,Sri Lanka,Sri Lanka,RDP,Kilinochchi : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,4,False,False,True,False,False
2021,Sri Lanka,Sri Lanka,RDP,Mullaitivu : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,4,False,False,True,False,False
2021,Sri Lanka,Sri Lanka,RDP,Vavuniya : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,4,False,False,True,False,False
2021,Sri Lanka,Sri Lanka,RET,Ampara : District,V,I,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,3,False,False,False,False,True
2021,Sri Lanka,Sri Lanka,RET,Colombo : District,V,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,3,False,False,False,False,True
2021,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,False,False,False,False,True
2021,Sri Lanka,Sri Lanka,RET,Jaffna : District,V,I,0,5,0,17,0,0,22,0,0,0,11,5,0,16,38,3,False,False,False,False,True
2021,Sri Lanka,Sri Lanka,RET,Kilinochchi : District,V,I,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,3,False,False,False,False,True
2021,Sri Lanka,Sri Lanka,RET,Mannar : District,V,I,0,5,0,6,0,0,11,0,0,0,0,0,0,0,11,3,False,False,False,False,True
2021,Sri Lanka,Sri Lanka,RET,Mullaitivu : District,V,I,0,0,0,9,0,0,9,0,0,0,0,0,0,0,9,3,False,False,False,False,True
2021,Sri Lanka,Sri Lanka,RET,Trincomalee : District,V,I,0,0,6,0,0,0,6,0,0,0,7,0,0,7,13,3,False,False,False,False,True
2021,Sri Lanka,Sri Lanka,RET,Vavuniya : District,V,I,0,0,0,8,0,0,8,0,9,0,0,0,0,9,17,3,False,False,False,False,True
2021,Myanmar,Sri Lanka,REF,Colombo : District,U,I,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,False,False,False,True,False
2021,Myanmar,Sri Lanka,REF,Kalutara,U,I,0,8,0,6,0,0,14,0,7,0,9,0,0,16,30,1,False,False,False,True,False
2021,Nigeria,Sri Lanka,ASY,Colombo : District,U,I,0,0,0,0,0,0,0,5,0,0,5,0,0,10,10,0,True,False,False,False,False
2021,Pakistan,Sri Lanka,ASY,Colombo : District,U,I,0,0,5,9,0,0,14,0,5,0,15,0,0,20,34,0,True,False,False,False,False
2021,Pakistan,Sri Lanka,ASY,Gampaha : District,U,I,8,5,5,31,0,0,49,5,5,0,56,0,0,66,115,0,True,False,False,False,False
2021,Pakistan,Sri Lanka,REF,Colombo : District,U,I,0,7,5,10,0,0,22,0,0,9,17,0,0,26,48,1,False,False,False,True,False
2021,Pakistan,Sri Lanka,REF,Gampaha : District,U,I,19,40,29,146,11,0,245,33,54,27,284,13,0,411,656,1,False,False,False,True,False
2021,Pakistan,Sri Lanka,REF,Kalutara,U,I,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,1,False,False,False,True,False
2021,Sudan,Sri Lanka,ASY,Colombo : District,U,I,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,True,False,False,False,False
2021,Sudan,Sri Lanka,REF,Colombo : District,U,I,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,1,False,False,False,True,False
2021,Yemen,Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,True,False,False,False,False
2021,Yemen,Sri Lanka,REF,Gampaha : District,U,I,0,0,0,6,0,0,6,0,0,9,0,0,0,9,15,1,False,False,False,True,False
2022,Afghanistan,Sri Lanka,REF,Colombo : District,U,I,0,0,5,0,0,0,5,0,0,5,6,0,0,11,16,1,False,False,False,True,False
2022,Afghanistan,Sri Lanka,REF,Gampaha : District,U,I,0,6,6,15,0,0,27,8,0,5,21,5,0,39,66,1,False,False,False,True,False
2022,Afghanistan,Sri Lanka,REF,Kandy : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,1,False,False,False,True,False
2022,Belarus,Sri Lanka,ASY,Matara,U,I,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,True,False,False,False,False
2022,State of Palestine,Sri Lanka,REF,Gampaha : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,1,False,False,False,True,False
2022,India,Sri Lanka,ASY,Colombo : District,U,I,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,True,False,False,False,False
2022,Iran (Islamic Republic of),Sri Lanka,ASY,Kalutara,U,I,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5,0,True,False,False,False,False
2022,Iran (Islamic Republic of),Sri Lanka,REF,Gampaha : District,U,I,0,0,0,5,0,0,5,0,0,0,7,0,0,7,12,1,False,False,False,True,False
2022,Iraq,Sri Lanka,ASY,Kandy : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2022,Sri Lanka,Sri Lanka,IDP,Batticaloa : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,2,False,True,False,False,False
2022,Sri Lanka,Sri Lanka,IDP,Jaffna : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7047,2,False,True,False,False,False
2022,Sri Lanka,Sri Lanka,IDP,Kilinochchi : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,2,False,True,False,False,False
2022,Sri Lanka,Sri Lanka,IDP,Mullaitivu : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,False,True,False,False,False
2022,Sri Lanka,Sri Lanka,IDP,Trincomalee : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651,2,False,True,False,False,False
2022,Sri Lanka,Sri Lanka,RDP,Jaffna : District,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,4,False,False,True,False,False
2022,Sri Lanka,Sri Lanka,RET,Batticaloa : District,V,I,0,0,0,0,0,0,0,0,7,0,0,0,0,7,7,3,False,False,False,False,True
2022,Sri Lanka,Sri Lanka,RET,Colombo : District,V,I,0,0,0,7,0,0,7,0,0,0,5,0,0,5,12,3,False,False,False,False,True
2022,Sri Lanka,Sri Lanka,RET,Dispersed in the country / territory,V,U,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,3,False,False,False,False,True
2022,Sri Lanka,Sri Lanka,RET,Jaffna : District,V,I,0,5,0,26,13,0,44,0,0,7,15,13,0,35,79,3,False,False,False,False,True
2022,Sri Lanka,Sri Lanka,RET,Kilinochchi : District,V,I,0,0,0,8,5,0,13,0,0,0,9,0,0,9,22,3,False,False,False,False,True
2022,Sri Lanka,Sri Lanka,RET,Mannar : District,V,I,0,0,7,14,6,0,27,0,0,0,11,5,0,16,43,3,False,False,False,False,True
2022,Sri Lanka,Sri Lanka,RET,Mullaitivu : District,V,I,0,0,0,12,0,0,12,0,0,0,7,0,0,7,19,3,False,False,False,False,True
2022,Sri Lanka,Sri Lanka,RET,Trincomalee : District,V,I,0,0,5,13,0,0,18,0,5,0,16,0,0,21,39,3,False,False,False,False,True
2022,Sri Lanka,Sri Lanka,RET,Vavuniya : District,V,I,0,5,0,8,5,0,18,0,0,0,11,0,0,11,29,3,False,False,False,False,True
2022,Myanmar,Sri Lanka,REF,Colombo : District,U,I,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,1,False,False,False,True,False
2022,Myanmar,Sri Lanka,REF,Kalutara,U,I,0,8,0,6,0,0,14,0,8,0,9,0,0,17,31,1,False,False,False,True,False
2022,Nigeria,Sri Lanka,ASY,Gampaha : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
2022,Pakistan,Sri Lanka,ASY,Colombo : District,U,I,0,0,5,7,0,0,12,0,0,0,13,0,0,13,25,0,True,False,False,False,False
2022,Pakistan,Sri Lanka,ASY,Gampaha : District,U,I,5,5,5,30,0,0,45,5,0,16,105,0,0,126,171,0,True,False,False,False,False
2022,Pakistan,Sri Lanka,REF,Colombo : District,U,I,0,5,5,10,0,0,20,0,9,0,16,0,0,25,45,1,False,False,False,True,False
2022,Pakistan,Sri Lanka,REF,Gampaha : District,U,I,0,18,19,57,5,0,99,10,17,9,159,8,0,203,302,1,False,False,False,True,False
2022,Sudan,Sri Lanka,REF,Colombo : District,U,I,0,0,9,0,0,0,9,0,0,0,0,0,0,0,9,1,False,False,False,True,False
2022,Yemen,Sri Lanka,REF,Colombo : District,U,I,0,0,0,8,0,0,8,0,0,0,0,0,0,0,8,1,False,False,False,True,False
2023,Afghanistan,Sri Lanka,REF,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,1,False,False,False,True,False
2023,Afghanistan,Sri Lanka,REF,Gampaha : District,U,I,0,0,6,12,0,0,18,9,0,0,16,0,0,25,43,1,False,False,False,True,False
2023,Afghanistan,Sri Lanka,REF,Kandy : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,1,False,False,False,True,False
2023,Bangladesh,Sri Lanka,ASY,Colombo : District,U,I,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6,0,True,False,False,False,False
2023,Belarus,Sri Lanka,ASY,Matara,U,I,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,True,False,False,False,False
2023,State of Palestine,Sri Lanka,REF,Gampaha : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,1,False,False,False,True,False
2023,Iran (Islamic Republic of),Sri Lanka,REF,Gampaha : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,1,False,False,False,True,False
2023,Iraq,Sri Lanka,ASY,Colombo : District,U,I,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5,0,True,False,False,False,False
